SEGMENTID,LON,LAT,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
19652,-74.00597176,40.62475512,0,,,4590,2,3156435,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3201668,BAY RIDGE AVENUE CCC INC.
9003190,-73.92567716,40.83455537,187,,1,1017707,3,2003149,2,12/26/2012 12:00:00 AM +0000,06/13/2017 12:00:00 AM +0000,1,OTHER,,2005620,HIGHBRIDGE REHABS HOUSES ANDERSON BUILDING 1
261392,-73.79196805,40.62262532,0,,,6168,5,0,4,05/14/2009 12:00:00 AM +0000,06/25/2012 12:00:00 AM +0000,12,NOAA,,0,DUCK CREEK
246181,-73.92368696,40.78490444,0,X,2,1007546,4,1088037,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374034,9112951,DEP WARDS RESID HANDLING CTRL RM
246178,-73.92140559,40.79086384,0,X,1,1007571,4,1088022,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374015,9112936,DEP WARDS ISLAND BUILDING 116
246181,-73.92366887,40.78431816,0,X,2,1007547,4,1088035,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374032,9221828,DEP WARDS IS BUILDIN 140
246181,-73.92345643,40.78415323,0,X,2,1007548,4,1088038,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374035,9208067,DEP WARDS ISLAND CFN HQ
246152,-73.92275708,40.78501632,0,X,1,1007549,4,1088061,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374036,5126089,DEP WARDS IS BUILDING 144
246129,-73.92278068,40.78623483,0,X,1,1007550,4,1088053,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374018,9112966,DEP WARDS ISLAND BUILDING 122
246434,-73.92451186,40.78728492,0,X,2,1007551,4,1088032,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374010,9112946,DEP WARDS ISLD PREHOUSE NO 1
246199,-73.92336198,40.78651884,0,X,1,1007552,4,1088040,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374017,9112954,DEP WI BUILDING 121
246434,-73.92411729,40.78777586,0,X,2,1007553,4,1088033,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374011,9112947,DEP WARDS ISLAND BUILDING 112
250426,-73.92138311,40.78695008,0,X,2,1007554,4,1088055,1,08/17/2011 12:00:00 AM +0000,12/19/2011 12:00:00 AM +0000,13,OTHER,11374037,9112968,DEP WARDS ISLAND HYPO FACILITY
246356,-73.92478727,40.78892348,0,X,2,1007556,4,1088041,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374006,9224011,DEP WARDS ISLAND BUILDING 105
246378,-73.92461181,40.78922284,0,X,1,1007557,4,1088030,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374008,9223008,DEP WI BOILER
246316,-73.9243309,40.78875998,0,X,2,1007558,4,1088029,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374007,9112943,DEP WARDS IS PUMP AND BLOWER
246412,-73.92363714,40.78835389,0,X,2,1007559,4,1088049,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374012,9112962,DEP WARDS IS BUILDING 113
246413,-73.92325922,40.7888591,0,X,2,1007560,4,1088050,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374013,9112963,DEP WARDS IS PREHOUSE 4
246369,-73.92282912,40.78941022,0,X,2,1007561,4,1088051,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374014,9112964,DEP WARDS ISLAND PREHOUSE 5
246369,-73.92315005,40.78951976,0,X,1,1007562,4,1088031,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374009,9112945,DEP WI SLUDGE HANDLING FACILITY
246186,-73.92266111,40.78867172,0,X,2,1007563,4,1088024,1,08/17/2011 12:00:00 AM +0000,08/17/2011 12:00:00 AM +0000,13,OTHER,11374019,9112938,DEP WARDS ISLAND BUILDING 123
246194,-73.92236898,40.78890128,0,X,1,1007564,4,1088042,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374020,9112956,DEP WARDS IS PLANT STORAGE
246194,-73.92186498,40.78846678,0,X,2,1007565,4,1088043,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374021,9112957,DEP WARDS IS POWER CENTER 5 B
246121,-73.92122733,40.78822867,0,X,1,1007567,4,1088054,1,08/17/2011 12:00:00 AM +0000,08/17/2011 12:00:00 AM +0000,13,OTHER,11374022,9112967,DEP WI BUILDING 126
147974,-73.98823637,40.69584221,406,X,1,1007568,7,3335890,3,08/17/2011 12:00:00 AM +0000,02/16/2012 12:00:00 AM +0000,2,OTHER,36705009,0,NYC TECH ALLIED HEALTH ANNEX
50678,-73.86880707,40.67609423,0,,1,13746,14,3094749,3,05/14/2009 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,2,DOE,,0,PS 159 ANNEX
30935,-73.95473385,40.70922166,0,,1,4101,2,3063338,3,05/14/2009 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,5,DoITT,,3081545,AWESOME BUNNIES CHILDCARE CENTER
29757,-73.94493379,40.67371983,0,,2,11016,14,3031296,3,05/14/2009 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,2,DOE,,3038520,PS 138 ANNEX
9007233,-73.88666863,40.6721325,0,,1,11240,6,3089149,3,05/14/2009 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,5,DOE,,5153629,PASSAGES ACADEMY BELMONT
93650,-73.81435355,40.81397279,0,N,2,1007596,6,2097758,2,08/17/2011 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,OTHER,26341501,2093601,MARINA DEL REY
246178,-73.92096767,40.79095861,0,X,2,1007572,4,1088026,1,08/17/2011 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,OTHER,11374030,9225215,DEP WARDS ISLAND FIRE PUMP ROOM
246192,-73.92127701,40.79029333,0,X,2,1007573,4,1088025,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374024,9205689,DEP WARDS ISLAND BUILDING 128
246159,-73.92127769,40.79148013,0,X,1,1007574,4,1088056,1,08/17/2011 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,OTHER,11374016,9205224,DEP WARDS IS BUILDING 117
3099,-74.18184168,40.54431665,0,,1,10810,14,5107743,5,05/14/2009 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,2,DOE,,5104847,PS 36 NR BELFIELD
81692,-73.8644589,40.72731836,0,,1,5670,2,4072812,4,05/14/2009 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000,3,DoITT,,80988,REGO PARK LIBRARY
69696,-73.9297195,40.8219354,0,N,1,1008224,3,2119100,2,09/07/2011 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,7,OTHER,21503001,5155489,BRONX TERMINAL MARKET BUILDING
30929,-73.95439616,40.70976461,0,,1,1014804,1,3063188,3,07/18/2012 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,2,DOE,,3081292,BROOKLYN ARBOR ELEMENTARY SCHOOL
9003530,-73.95057397,40.68898459,2218,X,2,7278,3,3050169,3,05/14/2009 12:00:00 AM +0000,04/09/2013 12:00:00 AM +0000,1,DCP,31347002,3062982,ARMSTRONG I PROJECTS BLDG 1
69922,-73.92179899,40.80895614,0,,1,1027400,2,2101568,2,02/19/2016 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,2,DOE,,2000611,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL
70043,-73.91950608,40.81326726,0,,2,1027401,1,2098220,2,02/19/2016 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,2,DOE,,2101630,STOREFRONT ACADEMY CHARTER SCHOOL
9002847,-73.90826534,40.83410053,107,,2,5157,3,2092074,2,05/14/2009 12:00:00 AM +0000,12/19/2012 12:00:00 AM +0000,5,DoITT,,2016760,WILLIAM HODSON SENIOR CENTER
9007418,-73.84686972,40.81977721,114,X,1,7813,3,2092678,2,05/14/2009 12:00:00 AM +0000,12/19/2012 12:00:00 AM +0000,1,DCP,21852210,2035941,CASTLE HILL PROJECTS BLDG 9
215189,-73.91933679,40.8132314,0,,2,1027402,1,2098220,2,02/19/2016 12:00:00 AM +0000,02/19/2016 12:00:00 AM +0000,8,OTHER,,2000928,ACS DIVISION OF CHILD CARE & HEAD START
15999,-74.0674069,40.61884366,0,N,1,19560,7,5042096,5,05/14/2009 12:00:00 AM +0000,04/18/2013 12:00:00 AM +0000,6,EMS,50007301,5052036,PIER 21-CLIFTON
50462,-73.84366597,40.65748471,0,N,1,656,9,0,4,05/14/2009 12:00:00 AM +0000,03/31/2011 12:00:00 AM +0000,4,DoITT,41500001,0,WALTER WARD PLYGD
44724,-73.92796139,40.700523,0,,1,1027408,3,3072497,3,02/22/2016 12:00:00 AM +0000,02/22/2016 12:00:00 AM +0000,2,DOE,,3096024,ACHIEVEMENT FIRST UNIVERSITY PREP HIGH SCHOOL
41524,-73.91122882,40.61244577,0,,2,1091,9,0,3,05/14/2009 12:00:00 AM +0000,02/23/2016 12:00:00 AM +0000,4,DoITT,,0,LINDOWER PARK PLAYGROUND
9004148,-73.99803499,40.57462659,331,G,2,8268,3,0,3,05/14/2009 12:00:00 AM +0000,02/23/2016 12:00:00 AM +0000,1,NYCHA,31177501,0,SURFSIDE GARDENS
6519,-74.15088562,40.56233405,0,N,2,1325,1,0,5,05/14/2009 12:00:00 AM +0000,02/23/2016 12:00:00 AM +0000,4,DPR,51133001,0,KINGFISHER PARK
194331,-73.99441223,40.59082431,0,N,2,1494,2,0,3,05/14/2009 12:00:00 AM +0000,02/23/2016 12:00:00 AM +0000,4,DPR,31162501,0,N BLY PARK
33021,-73.98797815,40.74222434,0,N,1,251,1,0,1,05/14/2009 12:00:00 AM +0000,02/23/2016 12:00:00 AM +0000,4,DPR,11173501,0,MADISON SQUARE PARK
40035,-73.92965134,40.58839134,0,N,1,14114,5,0,3,05/14/2009 12:00:00 AM +0000,06/01/2017 12:00:00 AM +0000,12,NOAA,30023701,0,SHELL BANK CREEK
191204,-73.88924363,40.63446014,0,,,13795,2,3234514,3,05/14/2009 12:00:00 AM +0000,04/12/2013 12:00:00 AM +0000,3,DoITT,,3292659,JAMAICA BAY LIBRARY
29514,-73.95513833,40.66884271,0,,1,9059,6,3033161,3,05/14/2009 12:00:00 AM +0000,09/15/2016 12:00:00 AM +0000,8,NYPD,,3040676,TROOP C ARMORY
247602,-73.9219867,40.79834671,447,X,1,1007331,4,1088069,1,08/16/2011 12:00:00 AM +0000,06/07/2017 12:00:00 AM +0000,13,OTHER,11372502,9205344,ROBERT MOSES BUILDING
300612,-73.87744758,40.8550012,514,X,1,1006172,6,0,2,07/08/2011 12:00:00 AM +0000,09/15/2016 12:00:00 AM +0000,4,OTHER,21545041,0,BRONX ZOO FORDHAM ROAD GATE
9001231,-73.93640397,40.76067995,285,,2,5666,2,4430693,4,05/14/2009 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000,3,DoITT,,5143369,RAVENSWOOD LIBRARY
292710,-73.87805611,40.85385379,514,X,1,1006173,6,0,2,07/08/2011 12:00:00 AM +0000,09/15/2016 12:00:00 AM +0000,4,OTHER,21545042,0,BRONX ZOO FORDHAM ROAD PARKING
23596,-73.99945236,40.69064165,0,N,2,654,1,0,3,05/14/2009 12:00:00 AM +0000,06/07/2017 12:00:00 AM +0000,4,DoITT,31223501,0,VAN VOORHEES PARK
88513,-73.84217713,40.86937162,0,,2,15620,1,2062367,2,05/14/2009 12:00:00 AM +0000,02/25/2011 12:00:00 AM +0000,9,EMS,,2069337,HOLY ROSARY CHURCH
26933,-73.96601211,40.6306922,0,,,10957,2,3178906,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3227043,"SCHELKUNCHIK, INC. PRE-SCH"
33638,-73.99637727,40.74417136,0,,1,1028428,2,1014129,1,09/15/2016 12:00:00 AM +0000,09/15/2016 12:00:00 AM +0000,1,OTHER,,1017515,CARTERET BUILDING
29457,-73.95946126,40.68214044,0,,1,16471,2,3057260,3,05/14/2009 12:00:00 AM +0000,06/07/2017 12:00:00 AM +0000,5,DoITT,,3311214,NELRAK CHILD DEVELOPMENT CENTER
43307,-73.92994986,40.6805332,0,,1,3575,1,3047831,3,05/14/2009 12:00:00 AM +0000,06/07/2017 12:00:00 AM +0000,9,NYPD,,0,HOLY ROSARY CHURCH
113870,-73.86047142,40.75349717,0,,2,1028430,3,4437230,4,09/15/2016 12:00:00 AM +0000,09/15/2016 12:00:00 AM +0000,10,OTHER,,5173555,PLAZA DEL SOL FAMILY HEALTH CENTER
37586,-73.95855628,40.78363872,0,,2,5827,4,1046966,1,05/14/2009 12:00:00 AM +0000,06/07/2017 12:00:00 AM +0000,3,DoITT,,1036979,NATIONAL ACADEMY MUSEUM
23591,-74.00315411,40.68994472,0,X,2,1002285,7,0,3,11/03/2010 12:00:00 AM +0000,06/07/2017 12:00:00 AM +0000,6,OTHER,31156512,0,REDHOOK CONTAINER TERMINAL 8
9002769,-73.97039211,40.78971884,337,G,1,13078,3,1077231,1,05/14/2009 12:00:00 AM +0000,02/26/2013 12:00:00 AM +0000,1,NYCHA,11128501,1028991,SONDRA THOMAS APTS
9003318,-73.98559986,40.71262185,209,,2,1010224,3,1083385,1,01/24/2012 12:00:00 AM +0000,02/13/2013 12:00:00 AM +0000,10,OTHER,,1063695,HENRY STREET SETTLEMENT CCC MONTGOMERY ST
9006069,-73.94060201,40.7960499,203,X,2,7960,3,1080704,1,05/14/2009 12:00:00 AM +0000,02/12/2013 12:00:00 AM +0000,1,DCP,12395014,1041881,JEFFERSON PROJECTS BUILDING 13
301958,-73.95822893,40.78331183,0,,1,1029891,17,1046968,1,06/07/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,,5181397,NATIONAL ACADEMY SCHOOL OF FINE ART
50743,-73.86938209,40.68596976,0,N,2,1025350,2,3092456,3,10/14/2014 12:00:00 AM +0000,09/15/2016 12:00:00 AM +0000,2,DOE,30054901,3125608,HIGHLAND PARK COMMUNITY SCHOOL
9001625,-73.9382597,40.81129163,218,X,2,14268,3,1081110,1,05/14/2009 12:00:00 AM +0000,02/15/2013 12:00:00 AM +0000,1,DCP,11562013,1044365,LINCOLN PROJECTS BUILDING 12
9001752,-74.00465289,40.74355679,167,X,1,7559,3,1078419,1,05/14/2009 12:00:00 AM +0000,02/12/2013 12:00:00 AM +0000,1,DCP,13066007,1015794,FULTON HOUSES BUILDING 6
60487,-73.78665505,40.69373262,0,,,5502,2,4216947,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,241881,AMISTAD ECEC
142684,-74.01345385,40.71839515,0,,2,19198,7,0,1,05/14/2009 12:00:00 AM +0000,04/02/2013 12:00:00 AM +0000,6,EMS,,0,PIER 22-JAY ST
45492,-73.90851344,40.71274959,0,N,2,1025353,1,4080234,4,10/14/2014 12:00:00 AM +0000,09/15/2016 12:00:00 AM +0000,2,DOE,40044801,88891,PS 290
252860,-73.84067903,40.57761964,0,,,3074,4,4304917,4,05/14/2009 12:00:00 AM +0000,02/08/2012 12:00:00 AM +0000,7,EMS,,341576,OGARA PARK PLAZA HOTEL
9009121,-73.979131,40.73501817,517,,1,14301,2,1083680,1,05/14/2009 12:00:00 AM +0000,06/08/2017 12:00:00 AM +0000,1,DoITT,,0,PETER COOPER VILLAGE 350 1 AV
35847,-73.97572071,40.75893717,0,,1,15905,4,1035468,1,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,8,NYPD,,1030898,VENEZUELA CONSULAT
60092,-73.79749034,40.70545992,0,,2,1028391,1,4597444,4,09/06/2016 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,9,OTHER,,5173812,CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS
9005183,-73.93956646,40.7184814,130,X,2,13859,3,3327829,3,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,1,DCP,32933505,3090963,COOPER PARK HOUSES BLDG 4
30780,-73.95721368,40.71001664,0,,1,16146,3,3063326,3,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,8,DoITT,,3081529,WILLIAMSBURG POST OFFICE
164795,-73.97885165,40.7478696,0,,1,15878,4,1018951,1,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,8,NYPD,,1021360,NAMIBIA MISSION
9007025,-73.94546841,40.78733794,360,X,1,6215,3,1083456,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,12131507,1041644,WASHINGTON PROJECTS BLDG 6
164455,-73.98495826,40.73983436,0,,1,5899,3,1018039,1,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,3,NYPD,,1020776,GRAMERCY THEATRE
40837,-73.93212581,40.60900316,0,,,4700,2,3240855,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3300164,INFINITY EDUCATIONAL C.C. #2
36259,-73.9657718,40.75766095,0,,2,3318,2,1071988,1,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,9,NYPD,,1032421,E 55 ST CONSERVATV
34621,-73.97926943,40.73194483,519,,1,7862,2,1082882,1,05/14/2009 12:00:00 AM +0000,06/08/2017 12:00:00 AM +0000,1,DoITT,,1022937,STUYVESANT TOWN 9 STUYVESANT OVAL 7 STUYVESANT OVAL 5 STUYVESANT OVAL
50127,-73.8352057,40.60556474,0,N,2,7002,5,4000000,4,05/14/2009 12:00:00 AM +0000,05/17/2013 12:00:00 AM +0000,12,OTHER,43616001,0,BLACK WALL MARSH
16181,-74.0846428,40.6364312,0,N,1,7757,7,5106487,5,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,8,DCP,52635201,5000881,DSNY GARAGE STATEN ISLAND 1
106082,-73.99610212,40.76020451,0,,2,2597,4,1026914,1,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,7,NYPD,,1025199,TRAVEL INN
300984,-73.96705121,40.65918026,450,,,1143,1,0,3,05/14/2009 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,4,DPR,,0,BREEZE HILL
38526,-73.95588689,40.815706,0,N,2,1025473,2,1059723,1,11/14/2014 12:00:00 AM +0000,09/12/2016 12:00:00 AM +0000,2,DOE,10076401,5129338,SUCCESS ACADEMY HARLEM NORTH WEST
173151,-73.93948318,40.82395047,0,,2,1025979,6,1060526,1,03/25/2015 12:00:00 AM +0000,02/11/2016 12:00:00 AM +0000,5,OTHER,,1052113,NATIONAL DANCE INSTITUTE CENTER FOR LEARNING & THE ARTS
163057,-73.94643435,40.57687198,528,,1,17350,9,0,3,05/14/2009 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,4,DoITT,,0,PAT PERLATO PLAYGROUND
30762,-73.95863355,40.70795066,379,X,2,6581,3,3341977,3,05/14/2009 12:00:00 AM +0000,05/22/2013 12:00:00 AM +0000,1,DCP,39304005,3075838,WILLIAMS PLAZA BLDG 4
146131,-73.96740315,40.74917661,0,,2,1008333,7,1083872,1,09/13/2011 12:00:00 AM +0000,05/20/2013 12:00:00 AM +0000,8,OTHER,,0,UNITED NATIONS CONFERENCE BUILDING
9002803,-73.9678932,40.78869995,385,,1,1019194,3,1081759,1,03/04/2013 12:00:00 AM +0000,03/04/2013 12:00:00 AM +0000,1,OTHER,,1028273,BROWNSTONES HOUSES BUILDING 11
194084,-73.855024,40.73625487,0,,2,1020104,9,0,4,05/03/2013 12:00:00 AM +0000,05/03/2013 12:00:00 AM +0000,4,OTHER,,0,BARRIER PLAYGROUND
260836,-73.94636668,40.79849067,333,,1,1019085,3,1080504,1,02/26/2013 12:00:00 AM +0000,02/26/2013 12:00:00 AM +0000,1,OTHER,,0,TAFT HOUSES BUILDING 10
9002804,-73.96829777,40.78885003,385,,1,1019201,3,1081767,1,03/04/2013 12:00:00 AM +0000,03/04/2013 12:00:00 AM +0000,1,OTHER,,1028280,BROWNSTONES HOUSES BUILDING 18
68437,-73.93793119,40.79152698,0,,2,1026132,17,1083955,1,04/28/2015 12:00:00 AM +0000,02/11/2016 12:00:00 AM +0000,2,OTHER,,5165443,DWIGHT SCHOOL ATHLETIC CENTER
23215,-74.00802193,40.70772696,0,N,2,1002610,2,0,1,09/16/2010 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,13,OTHER,12506001,0,LOUISE NEVELSON PLAZA
27361,-73.95121962,40.61084555,1478,X,1,1007451,1,3182645,3,08/17/2011 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,13,OTHER,31446502,3231505,WYCKOFF BENNETT HOMESTEAD
27361,-73.95138848,40.61075034,1478,X,1,1007452,1,0,3,08/17/2011 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,4,OTHER,31446503,0,WYCKOFF BENNETT MONT HOUSE PARK
27361,-73.95135477,40.61083021,1478,G,1,1007784,1,0,3,08/19/2011 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,13,OTHER,31446501,0,WYCKOFF-BENNETT MONT COMPLEX
163057,-73.94395282,40.57608094,528,G,1,1008024,4,0,3,08/25/2011 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,4,OTHER,35842001,0,MANHATTAN BEACH
157650,-73.89566644,40.67610343,0,,1,1026269,8,3083319,3,05/26/2015 12:00:00 AM +0000,02/11/2016 12:00:00 AM +0000,2,OTHER,,3111523,ADOLESCENT EMPLOYMENT & EDUCATION PROGRAM
295274,-73.79613244,40.80617624,403,X,2,14404,7,2100431,2,05/14/2009 12:00:00 AM +0000,02/10/2016 12:00:00 AM +0000,2,DCP,26744027,0,MARITIME COLLEGE MC MURRAY HALL
44076,-73.90977001,40.68322664,0,,1,4763,5,3080068,3,05/14/2009 12:00:00 AM +0000,02/12/2016 12:00:00 AM +0000,5,EMS,,3106290,EDDIE HARRIS MENS SHELTER
7957,-74.14218765,40.59762199,0,,2,7270,1,5157282,5,05/14/2009 12:00:00 AM +0000,02/12/2016 12:00:00 AM +0000,8,FDNY,,5169696,INSTITUTE FOR BASIC RESEARCH IN DEVELOPMENTAL DISABILITIES
36501,-73.96012421,40.75861813,0,,,10067,2,1040645,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,1032754,GARDEN HOUSE SCHOOL - SUTTON PL
76191,-73.8866851,40.74424128,0,N,2,1008484,1,0,4,09/20/2011 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,4,OTHER,41371501,0,FRANK D O'CONNOR PLAYGROUND
267631,-73.90088252,40.78727295,4065,X,2,1016937,4,4548873,4,11/09/2012 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,13,OTHER,40004905,0,US POWERGEN TANK 3
155971,-73.83648,40.58206042,0,,1,16574,3,4303767,4,05/14/2009 12:00:00 AM +0000,02/16/2016 12:00:00 AM +0000,8,DoITT,,339934,ROCKAWAY PARK POST OFFICE
281529,-73.92274821,40.72134301,0,,2,19033,2,4542904,4,05/14/2009 12:00:00 AM +0000,02/16/2016 12:00:00 AM +0000,7,NYPD,,5167260,MASPETH RECYCLING
37471,-73.96254508,40.77801771,0,,,10081,4,1046650,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,NYPD,,1036687,STANHOPE HOTEL
5748,-74.166403,40.64069277,0,,2,19054,2,5107168,5,05/14/2009 12:00:00 AM +0000,02/16/2016 12:00:00 AM +0000,7,NYPD,,5167880,CLEAN WATER OF NEW YORK
267710,-73.90037427,40.78655778,4065,X,1,1016938,4,4548874,4,11/09/2012 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,13,OTHER,40004906,0,US POWERGEN TANK 4
62406,-73.74502498,40.63731236,0,,1,6615,5,4435445,4,05/14/2009 12:00:00 AM +0000,02/16/2016 12:00:00 AM +0000,7,NYPD,,324425,BAY HOUSE RESTAURANT
267610,-73.89703128,40.78602521,4073,X,2,1017004,4,4616817,4,11/13/2012 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,13,OTHER,40006008,5139559,CON ED SALT WATER TANK
267599,-73.89958767,40.78419044,4073,X,2,1017013,4,4616814,4,11/13/2012 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,13,OTHER,40006014,5139570,CON ED LIQUIFIED NAT GAS TANK
66442,-73.92296525,40.72053389,0,N,1,7756,7,4307983,4,05/14/2009 12:00:00 AM +0000,02/16/2016 12:00:00 AM +0000,8,DCP,46138001,65894,DSNY GARAGE QN 5
48723,-73.89972843,40.70102051,0,,,5306,3,4084122,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,93435,RIDGEWOOD OLDER ADULT CTR & SERVICES
245834,-73.92077602,40.79207001,0,G,2,1007519,12,0,1,08/17/2011 12:00:00 AM +0000,02/16/2016 12:00:00 AM +0000,11,OTHER,12938001,0,FIRE DEPT TRAINING SCHOOL 25D
246175,-73.92027807,40.79056359,0,X,1,1007584,4,1088058,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374031,9215817,DEP WARDS IS SLUDGE DEWATERING
113948,-73.85224841,40.80781949,0,N,2,1007746,2,2112830,2,08/18/2011 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,OTHER,21368001,2033035,HARBOR POINT CT
246171,-73.91918418,40.79003994,0,X,1,1007585,4,1088057,1,08/17/2011 12:00:00 AM +0000,08/18/2011 12:00:00 AM +0000,13,OTHER,11374043,9209128,DEP WI ENGINEERS TRAILER 103
267450,-73.91229058,40.78579547,4065,X,1,1017019,4,4546447,4,11/13/2012 12:00:00 AM +0000,06/12/2017 12:00:00 AM +0000,13,OTHER,40006029,0,CON ED OBSERVATION BUILDING
248910,-73.91967631,40.78993888,0,X,1,1007586,4,1088047,1,08/17/2011 12:00:00 AM +0000,08/19/2011 12:00:00 AM +0000,13,OTHER,11374029,9213255,DEP WI BUILDING 134
248910,-73.91926662,40.78910038,0,X,2,1007587,4,1088062,1,08/17/2011 12:00:00 AM +0000,08/19/2011 12:00:00 AM +0000,13,OTHER,11374042,9112975,DEP WARDS IS BUILDING 150
246193,-73.92013167,40.78920398,0,X,1,1007588,4,1088044,1,08/17/2011 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,OTHER,11374023,9112958,DEP WARDS IS E BATTERY CONTROL
246139,-73.91960083,40.78856822,0,X,1,1007589,4,1088059,1,08/17/2011 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,OTHER,11374041,9112972,DEP WARDS ISLAND BUILDING 149
246117,-73.91997371,40.78880616,0,X,2,1007590,4,1088060,1,08/17/2011 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,OTHER,11374040,9112973,DEP WI BUILDING 148
